mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,kind,locator,matched_key,match_score,match_method,resolution,abbreviation,abbreviation_expansion
mention-0863,ГЛАВА_2_ВЕРСИЯ_3.docx,144,144,2,"Kuttner S. Gratian and the Schools of Law, 1140–1234. London; New York: Routledge, 2018. P. 251.",full_reference,P. 251,korneeva-research-325,0.98,exact_title,matched,,
mention-0864,ГЛАВА_2_ВЕРСИЯ_3.docx,145,145,1,"Costums de Tortosa. 2.16.1: «…vel secundum Azonem diffinitur arbitrium hoc modo: arbitrium est causa in dicendo iure voluntarie posita cum certarum personarum interposicione, scilicet arbitri, actoris et rey». P. 120.",abbreviated_reference,P. 120,korneeva-sources-014,0.98,exact_title,matched,,
mention-0865,ГЛАВА_2_ВЕРСИЯ_3.docx,146,146,1,Ibid. P. 110.,short_reference,P. 110,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0866,ГЛАВА_2_ВЕРСИЯ_3.docx,147,147,1,"Ibid. 2.7.1: «Postulare sive advocare est, desiderium suum vel amici sui in iure apud eum, qui iurisdiccioni preest, exponere, vel alterius desideria contradicere». P. 96.",short_reference,P. 96,,0.052,below_threshold,unresolved,,
mention-0867,ГЛАВА_2_ВЕРСИЯ_3.docx,148,148,1,"Ibid. 4.17.3: «Differentia est inter mutuum, depositum et comodatum: Mutuum est quod consistit in pondere, numero et mensura, et sic accipientis. Depositum est quod non sit accipientis nec debet uti eo, si consignatum est.Comodatum est quod non sit accipientis, set potest uti eo». P. 226.",short_reference,P. 226,,0.046,below_threshold,unresolved,,
mention-0868,ГЛАВА_2_ВЕРСИЯ_3.docx,149,149,1,Ibid. P. 479.,short_reference,P. 479,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0869,ГЛАВА_2_ВЕРСИЯ_3.docx,150,150,1,Ibid. 9.29.1–14. P. 520–524.,short_reference,P. 520–524,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0870,ГЛАВА_2_ВЕРСИЯ_3.docx,151,151,1,"Ibid. 9.29.15: «En aquests usàgies se contén la custum de Tortosa, enaxí que la seynoria, nulla pena per aquests usàgies demanar no pot, sinó la quinta part d’aitant com serà condemnat lo demanat; per so com la seynoria en Tortosa, ne en sos térmens, de nul crim públic o privat, no a ne pot ne deu fer contra alcun demanda ne accusatió, sinó tant solament lo quint de les condemnacions en què alcun serà condemnat de so on clams seran fets peccuniàriament. E els sous són entesos de la moneda currible en Tortosa, e no d’altra moneda». P. 524.",short_reference,P. 524,,0.157,below_threshold,unresolved,,
mention-0871,ГЛАВА_2_ВЕРСИЯ_3.docx,152,152,1,Ibid. 2.18.9: «Ius iurandi contempta religio satis Deum habet ultorem nam sufficit pena periurii quam a Deo expectat». P. 129.,short_reference,P. 129,,0.066,below_threshold,unresolved,,
mention-0872,ГЛАВА_2_ВЕРСИЯ_3.docx,153,153,1,"Ibid. 2.18.9: «Terciam decimam que incipit: “Si alcun christià et cetera”, repprobant quia deperit veritas et iusticia impeditur». P. 129.",short_reference,P. 129,,0.055,below_threshold,unresolved,,
mention-0873,ГЛАВА_2_ВЕРСИЯ_3.docx,154,154,1,"Ibid. 6.6.1: «Idem est in extraneo herede quod de filio» → «E aquel dret metex és en l’ereu estrayn, que és e·l fiyl». P. 320.",short_reference,P. 320,,0.193,below_threshold,unresolved,,
mention-0874,ГЛАВА_2_ВЕРСИЯ_3.docx,155,155,1,Ibid.:«Quia virile officium est suscipere alienam defensionem e ultra sexum muliebre esse constant». P. 102.,short_reference,P. 102,,0.071,below_threshold,unresolved,,
mention-0875,ГЛАВА_2_ВЕРСИЯ_3.docx,156,156,1,Ibid. 1.5.2: «…repprobant quia continet peccatum et loco eius servetur Ius commune». P. 48.,short_reference,P. 48,,0.177,below_threshold,unresolved,,
mention-0876,ГЛАВА_2_ВЕРСИЯ_3.docx,157,157,1,Ibid. 2.8.6: «Per so com son Paul diga nubat in Xristo». P. 98.,short_reference,P. 98,,0.109,below_threshold,unresolved,,
mention-0877,ГЛАВА_2_ВЕРСИЯ_3.docx,158,158,1,Ibid. P. 98.,short_reference,P. 98,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0878,ГЛАВА_2_ВЕРСИЯ_3.docx,159,159,1,"Ibid. 6.1.13: «Per so con dura cosa e lèygia seria que aquels qui reemutz són per la gràcia de Jesuxrist e per la sua preciosa sanc, fossen detengutz e preses en preson ne en vincle de jueus ne en neguna servitut». P. 98.",short_reference,P. 98,,0.145,below_threshold,unresolved,,
mention-0879,ГЛАВА_2_ВЕРСИЯ_3.docx,160,160,1,"Duarte i Montserrat C. La llengua del manuscrit de 1272 del Llibre de les Costums de Tortosa // Revista de llengua i dret. 1991. № 16. P. LV; № 3, P. 87–88.",full_reference,P. 87–88,korneeva-research-230,0.98,exact_title,matched,,
mention-0880,ГЛАВА_2_ВЕРСИЯ_3.docx,161,161,1,О генерализации и конкретизации как видах лексико-семантических переводческих трансформаций см.:,possible_reference,,,0.099,below_threshold,unresolved,,
mention-0881,ГЛАВА_2_ВЕРСИЯ_3.docx,161,161,2,"Комиссаров В.Н. Современное переводоведение: учеб. пособие. М.: Р. Валент, 2011. С. 161–162",full_reference,С. 161–162,korneeva-research-061,0.98,exact_title,matched,,
mention-0882,ГЛАВА_2_ВЕРСИЯ_3.docx,161,161,3,"Бархударов Л.С. Язык и перевод: Вопросы общей и частной теории перевода. М.: ЛЕНАНД, 2016. С. 209–213.",full_reference,С. 209–213,korneeva-research-018,0.98,exact_title,matched,,
mention-0883,ГЛАВА_2_ВЕРСИЯ_3.docx,162,162,1,Usatges de Barcelona. Us. 68 (72–73). P. 106–107.,abbreviated_reference,P. 106–107,korneeva-sources-040,0.98,exact_title,matched,,
mention-0884,ГЛАВА_2_ВЕРСИЯ_3.docx,163,163,1,Ibid. Us. 100(123.1). P. 136–137.,short_reference,P. 136–137,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0885,ГЛАВА_2_ВЕРСИЯ_3.docx,164,164,1,"Ibid. Us. 62(66.2), 79(104), 106(127). P. 100–101, 118–119, 140–141.",short_reference,"P. 100–101, 118–119, 140–141",korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0886,ГЛАВА_2_ВЕРСИЯ_3.docx,165,165,1,"Bastardas i Parera J. El català pre-literari // Actes del Quart Col·loqui Internacional de Llengua i Literatura Catalanes (Basilea, 22–27 de març de 1976) / a cura de G. Colón. Barcelona: Publicacions de l’Abadia de Montserrat, 1977. P. 59.",full_reference,P. 59,,0.371,below_threshold,unresolved,,
mention-0887,ГЛАВА_2_ВЕРСИЯ_3.docx,166,166,1,"Usatges de Barcelona. Us. 59(62), 71(91), 80(105), 84(107).",commentary,,,,,not_bibliographic,,
mention-0888,ГЛАВА_2_ВЕРСИЯ_3.docx,167,167,1,"Ibid. Us. 100(123.1): «CHRISTIANI non uendant arma sarracenis, nisi ex consensu principis; quod si fecerint arma que uendiderint recuperent, quamuis eis graue sit, et nisi hoc fecerint, centum uncias auri potestati persoluant  → [C]restians no venen armes a ssarraïns, sinó ab lo consentiment del príncep; que si ho fan, les armes que an venudes, cobren, ja sie ço que greu sia; e si açò no fan, .С. onçes d’or a la postat». P. 136–137.",short_reference,P. 136–137,,0.098,below_threshold,unresolved,,
mention-0889,ГЛАВА_2_ВЕРСИЯ_3.docx,168,168,1,Usatges de Barcelona. Us. 113 (134). P. 146–147.,abbreviated_reference,P. 146–147,korneeva-sources-040,0.98,exact_title,matched,,
mention-0890,ГЛАВА_2_ВЕРСИЯ_3.docx,169,169,1,"Gudiol i Cunill J. Traducció dels Usatges, les més antigues constitucions de Catalunya y les Costumes de Pere Albert // Anuari de l’Institut d’Estudis Catalans. 1907. Vol. 1. P. 304.",full_reference,Vol. 1; P. 304,,0.481,below_threshold,unresolved,,
mention-0891,ГЛАВА_2_ВЕРСИЯ_3.docx,170,170,1,Pagar // Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL : http://www.iec.cat/faraudo/results.asp?Word=Pagar&Id=3084898&search=pagar&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0892,ГЛАВА_2_ВЕРСИЯ_3.docx,171,171,1,"Usatges de Barcelona / ed. J. Bastardas i Parera. Barcelona: Fundació Noguera, 1991. Us. 92 (115): «…Sin autem et puella est, det ei maritum laude et consilio proborum hominum ...—… Però si és fembra dó a ela marit per laor e per conseyl de pròmens hominum...». P. 130–131.",full_reference,P. 130–131,korneeva-sources-040,0.98,exact_title,matched,,
mention-0893,ГЛАВА_2_ВЕРСИЯ_3.docx,172,172,1,"Ibid. Us. 119 (77): «EXHEREDARE autem possunt predicti ienitores filios suos, uel nepotes siue neptes...—[D]eseretar poden los pares los seus fils o eis nets o les netes...». P. 154–155.",short_reference,P. 154–155,,0.074,below_threshold,unresolved,,
mention-0894,ГЛАВА_2_ВЕРСИЯ_3.docx,173,173,1,"Ibid. Us. 92 (115), 117 (138). P. 128–129, 138–139.",short_reference,"P. 128–129, 138–139",korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0895,ГЛАВА_2_ВЕРСИЯ_3.docx,174,174,1,"Ibid. Us. 64 (68): «PRINCEPS NAMQVE si quolibet casu obsessus fuerit…→[D]e príncep, però, si aquest, qualques aventuras...». P. 102–103.",short_reference,P. 102–103,,0.08,below_threshold,unresolved,,
mention-0896,ГЛАВА_2_ВЕРСИЯ_3.docx,175,175,1,Cas// Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0897,ГЛАВА_2_ВЕРСИЯ_3.docx,176,176,1,Aventura s.// Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp?Word=Aventura&Id=3060252&search=aventura&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0898,ГЛАВА_2_ВЕРСИЯ_3.docx,177,177,1,Entrada s.// Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp?Word=Entrada&Id=3071720&search=entrada&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0899,ГЛАВА_2_ВЕРСИЯ_3.docx,178,178,1,"Usatges de Barcelona. Us. 68(72–73) : «STRATE et uie publice, aque currentes et fontes uiui, prata et paschue, silue et garrice et roche in hac patria fundate sunt de potestatibus...→[L]es entrades e les carrercs publiques, les aygues correns e les fons vives, los prats e les pastures, les selves e les gariges, e les roques en aquesta terra fondades...». P. 106–107.",abbreviated_reference,P. 106–107,korneeva-sources-040,0.98,exact_title,matched,,
mention-0900,ГЛАВА_2_ВЕРСИЯ_3.docx,179,179,1,"Usatges de Barcelona. Us. 28 (32), 29 (33).",commentary,,,,,not_bibliographic,,
mention-0901,ГЛАВА_2_ВЕРСИЯ_3.docx,180,180,1,Volentat // Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp?Word=Volentat&Id=3097376&search=volentat&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0902,ГЛАВА_2_ВЕРСИЯ_3.docx,181,181,1,"Usatges de Barcelona. Us. 5 (6), 103 (124). P.",commentary,,,,,not_bibliographic,,
mention-0903,ГЛАВА_2_ВЕРСИЯ_3.docx,182,182,1,"Ibid. Us. 103 (124): «...miles uero qui habuerit duos milites ad homines locatos de suo honore et tenuerit unum de familia sua →…cavaler, però, qui auri .ii. cavalers ha hòmens loçats de sa honor e·n tendrà un de sa companya». P.",short_reference,,,0.111,below_threshold,unresolved,,
mention-0904,ГЛАВА_2_ВЕРСИЯ_3.docx,183,183,1,Сompanya // Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp?Word=Companya&Id=3065400&search=companya&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0905,ГЛАВА_2_ВЕРСИЯ_3.docx,184,184,1,"Usatges de Barcelona. Us. 122 (80): «…et qui principem uult dampnare punitus et dampnatus sit omni tempore, ipse et cuncta sua proienies…—…qui·l príncep vol dampnar, punit e dampnat sia el per tots temps e tot lo seu linatge…». P. 156–157.",abbreviated_reference,P. 156–157,korneeva-sources-040,0.98,exact_title,matched,,
mention-0906,ГЛАВА_2_ВЕРСИЯ_3.docx,185,185,1,Детальные библиография и историографический обзор приведён в работе М. Ауреля:,commentary,,,,,not_bibliographic,,
mention-0907,ГЛАВА_2_ВЕРСИЯ_3.docx,185,185,2,Aurell M. Les noces du comte… P. 25–29.,abbreviated_reference,P. 25–29,korneeva-research-176,0.777,token_overlap,matched,,
mention-0908,ГЛАВА_2_ВЕРСИЯ_3.docx,186,186,1,Usatges de Barcelona. Us. 103(124): «…decernimus atque mandamus ut omnes principes qui in hoc principatu nobis sunt successuri… — …jutgam e manam que tots los prínceps que en aquest principat són ni aprés nos vendran…». P. 138–139.,abbreviated_reference,P. 138–139,korneeva-sources-040,0.98,exact_title,matched,,
mention-0909,ГЛАВА_2_ВЕРСИЯ_3.docx,187,187,1,Jutjar // Vocabulari de la llengua catalana medieval de Lluís Faraudo de Saint-Germain. URL: http://www.iec.cat/faraudo/results.asp?Word=Jutjar&Id=3079277&search=jut&optCriteria=0&optSearchType=1&ActualPage=1 (дата обращения: 14.04.2023).,full_reference,,korneeva-reference-010,0.98,exact_title,matched,,
mention-0910,ГЛАВА_2_ВЕРСИЯ_3.docx,188,188,1,Usatges de Barcelona. Us. 10(12). P. 60–61.,abbreviated_reference,P. 60–61,korneeva-sources-040,0.98,exact_title,matched,,
mention-0911,ГЛАВА_2_ВЕРСИЯ_3.docx,189,189,1,Ibid. Us. 11(13). P. 60–61.,short_reference,P. 60–61,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0912,ГЛАВА_2_ВЕРСИЯ_3.docx,190,190,1,Ibid. Us. 81(100). P. 120–121.,short_reference,P. 120–121,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0913,ГЛАВА_2_ВЕРСИЯ_3.docx,191,191,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 95. P. 298.,abbreviated_reference,P. 298,,0.323,below_threshold,unresolved,,
mention-0914,ГЛАВА_2_ВЕРСИЯ_3.docx,192,192,1,Usatges de Barcelona. Us. 82(101). P. 120–121.,abbreviated_reference,P. 120–121,korneeva-sources-040,0.98,exact_title,matched,,
mention-0915,ГЛАВА_2_ВЕРСИЯ_3.docx,193,193,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 96. P. 298.,abbreviated_reference,P. 298,,0.323,below_threshold,unresolved,,
mention-0916,ГЛАВА_2_ВЕРСИЯ_3.docx,194,194,1,Usatges de Barcelona. Us. 76(102). P. 114–115.,abbreviated_reference,P. 114–115,korneeva-sources-040,0.98,exact_title,matched,,
mention-0917,ГЛАВА_2_ВЕРСИЯ_3.docx,195,195,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 97. P. 298.,abbreviated_reference,P. 298,,0.323,below_threshold,unresolved,,
mention-0918,ГЛАВА_2_ВЕРСИЯ_3.docx,198,198,1,Usatges de Barcelona. Us. 5(6). P. 54–55.,abbreviated_reference,P. 54–55,korneeva-sources-040,0.98,exact_title,matched,,
mention-0919,ГЛАВА_2_ВЕРСИЯ_3.docx,199,199,1,Ibid. Us. 13 (14). P. 62–63.,short_reference,P. 62–63,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0920,ГЛАВА_2_ВЕРСИЯ_3.docx,200,200,1,Ibid. Us. 59 (62). P. 94–95.,short_reference,P. 94–95,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0921,ГЛАВА_2_ВЕРСИЯ_3.docx,201,201,1,Gudiol i Cunill J. Traducció dels Usatges…P. 292.,abbreviated_reference,P. 292,,0.369,below_threshold,unresolved,,
mention-0922,ГЛАВА_2_ВЕРСИЯ_3.docx,202,202,1,Usatges de Barcelona. Us. 119 (77). P. 154–155.,abbreviated_reference,P. 154–155,korneeva-sources-040,0.98,exact_title,matched,,
mention-0923,ГЛАВА_2_ВЕРСИЯ_3.docx,203,203,1,Gudiol i Cunill J. Traducció dels Usatges... Us. 79. P. 289.,abbreviated_reference,P. 289,,0.323,below_threshold,unresolved,,
mention-0924,ГЛАВА_2_ВЕРСИЯ_3.docx,209,209,1,"Usatges de Barcelona. Us. 1 (1–2), 70 (75), 87 (110).",commentary,,,,,not_bibliographic,,
mention-0925,ГЛАВА_2_ВЕРСИЯ_3.docx,210,210,1,Prieto Espinosa C.A. Op.cit.Vol. I. P. 72.,abbreviated_reference,Vol. I; P. 72,,,,unresolved,,
mention-0926,ГЛАВА_2_ВЕРСИЯ_3.docx,211,211,1,"Кугусия (лат. cugutia) — право сеньора на долю имущества крестьянина в случае супружеской измены его жены, трактуемой как оскорбление чести сеньора.",commentary,,,,,not_bibliographic,,
mention-0927,ГЛАВА_2_ВЕРСИЯ_3.docx,211,211,2,Пискорский В.К. Вопрос о значении и происхождении шести «дурных обычаев» в Каталонии: С прил. неизд. документов. Киев: тип. Ун-та св.,commentary,,,,,not_bibliographic,,
mention-0928,ГЛАВА_2_ВЕРСИЯ_3.docx,211,211,3,"Владимира Н.Т. Корчак-Новицкого, 1899. С. 8–9",full_reference,"Т. Корчак-Новицкого, 1899; С. 8–9",,0.669,below_threshold,unresolved,,
mention-0929,ГЛАВА_2_ВЕРСИЯ_3.docx,211,211,4,"Варьяш И.И., Астахов М.А. Арагонская Корона в XV в. // История Испании / под ред. В.А. Ведюшкина, Г.А. Поповой. М.: «Индрик», 2012. Т. 1. С. 346.",full_reference,Т. 1; С. 346,,0.575,below_threshold,unresolved,,
mention-0930,ГЛАВА_2_ВЕРСИЯ_3.docx,212,212,1,Usatges de Barcelona. Us. 5(6). P. 54–55.,abbreviated_reference,P. 54–55,korneeva-sources-040,0.98,exact_title,matched,,
mention-0931,ГЛАВА_2_ВЕРСИЯ_3.docx,213,213,1,Ibid. Us. 36(39). P. 80–81.,short_reference,P. 80–81,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0932,ГЛАВА_2_ВЕРСИЯ_3.docx,214,214,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 38. P. 289.,abbreviated_reference,P. 289,,0.323,below_threshold,unresolved,,
mention-0933,ГЛАВА_2_ВЕРСИЯ_3.docx,215,215,1,Usatges de Barcelona. Us. 117(138): «DE INTESTATIS ab hoc seculo discessis <…> Ita sit de uxoribus intestatis quemadmodum dicitur superius de uiris→D’aquels qui passen sens testament d’aquest segle <…> atresí sia dc les mulers qui moren entestades com és dels marits”». P. 150–151.,abbreviated_reference,P. 150–151,korneeva-sources-040,0.98,exact_title,matched,,
mention-0934,ГЛАВА_2_ВЕРСИЯ_3.docx,216,216,1,Usatges de Barcelona. Us. 73 (94): «…QVIA IVSTICIAM facere de malefactoribus datum est solummodo potestatibus …→...Car fer justícia dels malsfeytors dades solament són a les postats...». P. 112–113.,abbreviated_reference,P. 112–113,korneeva-sources-040,0.98,exact_title,matched,,
mention-0935,ГЛАВА_2_ВЕРСИЯ_3.docx,217,217,1,Ibid. Us. 6 (7–8) : «GAITA ET ENCALZ de cauallario et assalt de castello emendetur per hominiaticum et per aliscaram → [A]guayt e encalç de cavaler e assalt de casteyl sie emenat per homanatge ho per [al]is[ca]ra». P. 56–57.,short_reference,P. 56–57,,0.112,below_threshold,unresolved,,
mention-0936,ГЛАВА_2_ВЕРСИЯ_3.docx,218,218,1,"Assaltus 1 // du Cange C. du Fresne et al. Glossarium mediae et infimae latinitatis / éd. augm. par les bénédictins de Saint-Maur. Niort : L. Favre, 1883–1887. T. 1. Col. 427b. URL: http://ducange.enc.sorbonne.fr/ASSALTUS1 (дата обращения: 29.03.2023).",full_reference,,korneeva-reference-009,0.98,exact_title,matched,,
mention-0937,ГЛАВА_2_ВЕРСИЯ_3.docx,219,219,1,"По принятой в научной традиции исследования «Барселонских обычаев» номенклатуре рукописей, та, с которой работали Р. Мейер-Германн и Х. Бастардес-и-Парера имеет следующие данные: ACA. Cancillería. Papeles por incorporar. Legislació. Caixa 1. Núm.1.",institutional_reference,Núm.1.,,,authoritative_abbreviation_list,classified_institutional,ACA,Arxiu de la Corona d’Aragó / Archivo de la Corona de Aragón — Архив Короны Арагона
mention-0938,ГЛАВА_2_ВЕРСИЯ_3.docx,220,220,1,Meyer-Hermann R. Auxiliar-Konstruktionen im llatí medieval katalanischer…S. 507–534.,commentary,,,,,not_bibliographic,,
mention-0939,ГЛАВА_2_ВЕРСИЯ_3.docx,221,221,1,Idem. Zur Emergenz katalanischer Syntax in den Usatici Barchinonae / Usatges de Barcelona (12.—15. Jhdt.). // Zeitschrift für Katalanistik. 2020. Bd. 33. S. 185.,full_reference,Bd. 33,korneeva-research-341,0.98,exact_title,matched,,
mention-0940,ГЛАВА_2_ВЕРСИЯ_3.docx,222,222,1,Usatges de Barcelona. Us. 63(67): «ITEM STATVIMVS ut si quis seniori suo iurauerit aliquid quod tenere non curet... →[D]e cap establíren que si algú a son senyor jurarà alguna cosa que tenir no vula...». P. 100–101.,abbreviated_reference,P. 100–101,korneeva-sources-040,0.98,exact_title,matched,,
mention-0941,ГЛАВА_2_ВЕРСИЯ_3.docx,223,223,1,Ibid. Us. 60 (64). P. 96–97.,short_reference,P. 96–97,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0942,ГЛАВА_2_ВЕРСИЯ_3.docx,224,224,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 65–66. P. 292–293.,abbreviated_reference,P. 292–293,,0.323,below_threshold,unresolved,,
mention-0943,ГЛАВА_2_ВЕРСИЯ_3.docx,225,225,1,Usatges de Barcelona. Us. 62 (66.2). P. 98–101.,abbreviated_reference,P. 98–101,korneeva-sources-040,0.98,exact_title,matched,,
mention-0944,ГЛАВА_2_ВЕРСИЯ_3.docx,226,226,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 67. P. 293.,abbreviated_reference,P. 293,,0.323,below_threshold,unresolved,,
mention-0945,ГЛАВА_2_ВЕРСИЯ_3.docx,227,227,1,Usatges de Barcelona. Us. 63 (67). P. 100–101.,abbreviated_reference,P. 100–101,korneeva-sources-040,0.98,exact_title,matched,,
mention-0946,ГЛАВА_2_ВЕРСИЯ_3.docx,228,228,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 68. P. 293.,abbreviated_reference,P. 293,,0.323,below_threshold,unresolved,,
mention-0947,ГЛАВА_2_ВЕРСИЯ_3.docx,229,229,1,Usatges de Barcelona. Us. 96 (119). P. 132–133,abbreviated_reference,P. 132–133,korneeva-sources-040,0.98,exact_title,matched,,
mention-0948,ГЛАВА_2_ВЕРСИЯ_3.docx,230,230,1,Gudiol i Cunill J. Traducció dels Usatges. Us. 114. P. 301.,abbreviated_reference,P. 301,,0.323,below_threshold,unresolved,,
mention-0949,ГЛАВА_2_ВЕРСИЯ_3.docx,231,231,1,"Usatges de Barcelona. Us. 2 (3): «CVM DOMINVS Raimundus Berengarii uetus, comes ei marchio Barchinone atque Ispanie subiugator, habuit honorem et uidit et cognouit quod in omnibus causis et negociis ipsius patrie leges gotice non possent obseruari …→[Q]uan lo senyor Ramon Berenguer, veyl compte e marquès de Barçelona e subjus[...]ador d’Espanya, ac honor e viu e conec que les ligs godes no podien ésser gardades [e]n tots los pleyts e en totes les faenes d’aquesta terra…». P. 50–51.",abbreviated_reference,P. 50–51,korneeva-sources-040,0.98,exact_title,matched,,
mention-0950,ГЛАВА_2_ВЕРСИЯ_3.docx,232,232,1,"Ibid. Us.60 (64), 70 (75). P. 96–97, 108–109.",short_reference,"P. 96–97, 108–109",korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0951,ГЛАВА_2_ВЕРСИЯ_3.docx,233,233,1,Ibid. Us.60 (64). P. 96–97.,short_reference,P. 96–97,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0952,ГЛАВА_2_ВЕРСИЯ_3.docx,234,234,1,Подробнее об этом на португальском материале см.,possible_reference,,,,,unresolved,,
mention-0953,ГЛАВА_2_ВЕРСИЯ_3.docx,234,234,2,Варьяш О.И. Язык средневекового права... С. 90.,abbreviated_reference,С. 90,korneeva-research-039,0.98,exact_title,matched,,
mention-0954,ГЛАВА_2_ВЕРСИЯ_3.docx,235,235,1,"Баккаларии — особый разряд крестьян «Барселонских обычаях», противопоставленный державшим манс и обрабатывавшим его парой быков; их свидетельские показания допускались лишь по менее значительным тяжбам (подробнее об истории термина см.",possible_reference,,,0.069,below_threshold,unresolved,,
mention-0955,ГЛАВА_2_ВЕРСИЯ_3.docx,235,235,2,"Филиппов И.С. Средиземноморская Франция в раннее средневековье: Проблема становления феодализма. Москва: Скрипторий, 2000. С. 497).",full_reference,С. 497,korneeva-research-142,0.98,exact_title,matched,,
mention-0956,ГЛАВА_2_ВЕРСИЯ_3.docx,236,236,1,"Манкус // Нумизматический словарь / ред. Зварич В.В. / Львов, 1980. C. 104–105: «Манкус — первоначально название арабского золотого динара (приблизительно 30 серебряным денариям) в Западной Европе, а затем — денежно-счетная единица и золотая монета ряда европейских стран. <…> В Каталонии в XI в. выпускался золотой манкус с арабской надписью и крестом. Вес монеты 1,9 - 1,95 г. В большинстве случаев она легче арабского золотого динара».",full_reference,,,0.107,below_threshold,unresolved,,
mention-0957,ГЛАВА_2_ВЕРСИЯ_3.docx,237,237,1,"Usatges de Barcelona. Us. 50 (53): «DE ALIIS NAMQVE rusticis qui dicuntur bachallarii, credantur per sacramentum usque ad .IIII. mancusos auri Valencie→Dels altres pages[es] qui an nom bacalars, sien creeguts lur sagrament entrò ha .iiii. maçmodines d’aur de València». P. 88–89.",abbreviated_reference,P. 88–89,korneeva-sources-040,0.98,exact_title,matched,,
mention-0958,ГЛАВА_2_ВЕРСИЯ_3.docx,238,238,1,"Usatges de Barcelona. Us.49 (52): «SACRAMENTA RVSTICI qui teneat mansum et laboret cum pare bouum, sunt credenda usque ad .VII. solidos plate→Sagrament de pageses qui tinge mas e laru ab .i. parel de bous deu éser creegut entrò ha .vii. sous de plata». P. 88–89.",abbreviated_reference,P. 88–89,korneeva-sources-040,0.98,exact_title,matched,,
mention-0959,ГЛАВА_2_ВЕРСИЯ_3.docx,239,239,1,"Ibid. Us. 92 (115): «...sin autem, expectandum est usquequo pupilli sint talis etatis... →..si no, esperar deu hom entrò que·ls pobils sien de tal e<s>dat...». P. 128–129.",short_reference,P. 128–129,,0.111,below_threshold,unresolved,,
mention-0960,ГЛАВА_2_ВЕРСИЯ_3.docx,240,240,1,Ibid. Us. 123 (81): «..Et ideo facienda [опущен инфинитив “est”.— А.К.] que sunt secundum usaticum... →...E per ço deu hom fer ço que és segons l’usatge...». P. 158–159.,short_reference,P. 158–159,,0.063,below_threshold,unresolved,,
mention-0961,ГЛАВА_2_ВЕРСИЯ_3.docx,241,241,1,"Ibid. Us. 119 (77): «...si idem auus uel auia, pater uel mater uoluerint, sunt repellendi→...si lo pare o la mare, l’avi o l'avia se volran, los poden gitar de si». P. 154–155.",short_reference,P. 154–155,,0.156,below_threshold,unresolved,,
